id,gold,variant,pred,correct,question
382,yes,frame_b,yes,True,is there a difference between old english bulldogs and english bulldogs
383,yes,original,yes,True,are the virgin islands part of the leeward islands
383,yes,distractor,yes,True,are the virgin islands part of the leeward islands
383,yes,frame_a,yes,True,are the virgin islands part of the leeward islands
383,yes,frame_b,yes,True,are the virgin islands part of the leeward islands
384,no,original,no,True,was how i met your mother filmed in new york
384,no,distractor,no,True,was how i met your mother filmed in new york
384,no,frame_a,no,True,was how i met your mother filmed in new york
384,no,frame_b,no,True,was how i met your mother filmed in new york
385,yes,original,no,False,is blue cross and blue shield the same company
385,yes,distractor,no,False,is blue cross and blue shield the same company
385,yes,frame_a,no,False,is blue cross and blue shield the same company
385,yes,frame_b,no,False,is blue cross and blue shield the same company
386,yes,original,yes,True,is salt lake city the biggest city in utah
386,yes,distractor,yes,True,is salt lake city the biggest city in utah
386,yes,frame_a,yes,True,is salt lake city the biggest city in utah
386,yes,frame_b,yes,True,is salt lake city the biggest city in utah
387,no,original,no,True,is canada part of the un security council
387,no,distractor,yes,False,is canada part of the un security council
387,no,frame_a,yes,False,is canada part of the un security council
387,no,frame_b,no,True,is canada part of the un security council
388,yes,original,yes,True,is the movie the kissing booth on netflix
388,yes,distractor,yes,True,is the movie the kissing booth on netflix
388,yes,frame_a,yes,True,is the movie the kissing booth on netflix
388,yes,frame_b,yes,True,is the movie the kissing booth on netflix
389,yes,original,yes,True,is the blue whale the largest animal ever
389,yes,distractor,yes,True,is the blue whale the largest animal ever
389,yes,frame_a,yes,True,is the blue whale the largest animal ever
389,yes,frame_b,yes,True,is the blue whale the largest animal ever
390,yes,original,yes,True,is a german shepherd and an alsatian the same dog
390,yes,distractor,yes,True,is a german shepherd and an alsatian the same dog
390,yes,frame_a,yes,True,is a german shepherd and an alsatian the same dog
390,yes,frame_b,yes,True,is a german shepherd and an alsatian the same dog
391,no,original,no,True,does the girl in don take the girl die
391,no,distractor,no,True,does the girl in don take the girl die
391,no,frame_a,no,True,does the girl in don take the girl die
391,no,frame_b,no,True,does the girl in don take the girl die
392,no,original,no,True,is barq's root beer a pepsi product
392,no,distractor,no,True,is barq's root beer a pepsi product
392,no,frame_a,no,True,is barq's root beer a pepsi product
392,no,frame_b,no,True,is barq's root beer a pepsi product
393,no,original,no,True,does the us mint make 1000 dollar bills
393,no,distractor,no,True,does the us mint make 1000 dollar bills
393,no,frame_a,no,True,does the us mint make 1000 dollar bills
393,no,frame_b,no,True,does the us mint make 1000 dollar bills
394,no,original,no,True,can an mlb game end in a tie
394,no,distractor,no,True,can an mlb game end in a tie
394,no,frame_a,no,True,can an mlb game end in a tie
394,no,frame_b,no,True,can an mlb game end in a tie
395,no,original,no,True,have england ever won the women's world cup
395,no,distractor,no,True,have england ever won the women's world cup
395,no,frame_a,no,True,have england ever won the women's world cup
395,no,frame_b,no,True,have england ever won the women's world cup
396,no,original,no,True,is the iphone se before the iphone 6
396,no,distractor,no,True,is the iphone se before the iphone 6
396,no,frame_a,no,True,is the iphone se before the iphone 6
396,no,frame_b,no,True,is the iphone se before the iphone 6
397,no,original,no,True,do i use plumbers tape on compression fittings
397,no,distractor,no,True,do i use plumbers tape on compression fittings
397,no,frame_a,no,True,do i use plumbers tape on compression fittings
397,no,frame_b,no,True,do i use plumbers tape on compression fittings
398,yes,original,yes,True,is white spirits the same as mineral spirits
398,yes,distractor,yes,True,is white spirits the same as mineral spirits
398,yes,frame_a,yes,True,is white spirits the same as mineral spirits
398,yes,frame_b,yes,True,is white spirits the same as mineral spirits
399,no,original,no,True,is there a season 4 for red rock
399,no,distractor,no,True,is there a season 4 for red rock
399,no,frame_a,no,True,is there a season 4 for red rock
399,no,frame_b,no,True,is there a season 4 for red rock
